order_id,order_date,price,quantity,returned,payment_method,delivery_days,region
1061,2024-05-03,253.31,3,No,,,North
1041,2024-05-22,255.38,2,Yes,Debit,5.0,North
1020,2024-05-09,402.38,NaN,No,Debit,9.0,South
1029,2024-05-13,16.44,2,Yes,Cash,7.0,East
1068,2024-05-06,281.11,4,Yes,,,North
1054,2024-05-05,102.1,1,Yes,Debit,9.0,East
1039,2024-05-04,228.61,5,Yes,Credit,2.0,North
1022,2024-05-17,error,5,No,Pix,2.0,East
1059,2024-05-12,151.87,5,Yes,Credit,4.0,West
1031,2024-05-16,485.85,4,Yes,Cash,9.0,North
1034,2024-05-19,412.51,1,No,,,South
1078,2024-05-08,27.26,NaN,No,Debit,6.0,East
1024,2024-05-25,341.18,2,No,Pix,5.0,East
1048,2024-05-25,175.81,4,No,Credit,4.0,South
1041,2024-05-25,303.11,5,Yes,Pix,2.0,South
1000,2024-05-22,16.97,4,No,Cash,5.0,West
1036,2024-05-17,175.66,3,Yes,  Credit  ,4.0,South
1059,2024-05-26,110.45,5,Yes,Debit,4.0,East
1073,2024-05-21,error,NaN,Yes,,,South
1023,2024-05-05,439.66,5,No,Pix,9.0,North
1019,2024-05-02,227.08,2,No,Credit,9.0,North
1022,2024-05-18,349.02,1,No,Pix,8.0,East
1098,2024-05-13,28.09,NaN,No,Pix,4.0,North
1000,2024-05-02,389.58,5,No,Debit,4.0,North
1012,2024-05-20,396.47,3,Yes,Cash,7.0,South
1046,2024-05-08,167.89,3,No,Pix,5.0,East
1084,2024-05-05,238.54,1,No,Debit,9.0,North
1055,2024-05-18,423.82,NaN,No,  Credit  ,6.0,West
1009,2024-05-09,57.19,NaN,No,Pix,5.0,East
1069,2024-05-06,180.85,1,No,,,East
1028,2024-05-07,138.19,2,Yes,Cash,6.0,East
1069,2024-05-05,92.45,3,No,  Credit  ,1.0,West
1012,2024-05-14,error,2,Yes,Cash,9.0,West
1093,2024-05-24,339.34,3,Yes,Credit,7.0,West
1077,2024-05-26,252.52,2,No,  Credit  ,7.0,North
1065,2024-05-21,364.79,5,Yes,  Credit  ,4.0,South
1058,2024-05-09,406.14,2,No,Pix,4.0,West
1000,2024-05-02,352.28,5,Yes,Credit,2.0,South
1082,2024-05-27,17.95,NaN,No,  Credit  ,10.0,South
1082,2024-05-06,93.82,NaN,No,Cash,10.0,South
1004,2024-05-10,61.91,4,No,Credit,3.0,West
1013,2024-05-19,186.9,5,No,,,East
1075,2024-05-12,51.81,5,No,,,West
1000,2024-05-27,414.39,2,No,  Credit  ,7.0,West
1007,2024-05-15,403.0,2,Yes,Cash,5.0,North
1022,2024-05-04,423.33,2,No,Cash,5.0,East
1040,2024-05-10,72.71,2,Yes,,,East
1031,2024-05-04,430.48,4,No,  Credit  ,10.0,South
1089,2024-05-02,424.9,3,No,Cash,10.0,South
1054,2024-05-24,459.61,3,No,  Credit  ,7.0,West
1030,2024-05-15,201.34,4,Yes,Pix,6.0,North
1010,2024-05-10,413.29,3,Yes,Cash,4.0,West
1016,2024-05-20,414.14,2,No,Pix,5.0,West
1070,2024-05-25,334.72,1,No,Cash,7.0,West
1024,2024-05-26,161.56,3,No,  Credit  ,7.0,East
1042,2024-05-11,89.14,4,No,  Credit  ,10.0,East
1040,2024-05-27,360.69,3,Yes,  Credit  ,5.0,West
1055,2024-05-25,399.68,4,Yes,Pix,4.0,South
1017,2024-05-10,147.9,4,Yes,,,East
1065,2024-05-05,431.97,1,No,Pix,1.0,North
1084,2024-05-15,124.17,2,No,Credit,9.0,South
1074,2024-05-07,366.75,4,Yes,Debit,9.0,West
1098,2024-05-14,47.99,5,Yes,Cash,4.0,North
1077,2024-05-25,401.93,5,No,  Credit  ,2.0,East
1086,2024-05-20,104.08,5,No,Cash,9.0,North
1011,2024-05-07,371.02,3,Yes,  Credit  ,2.0,East
1081,2024-05-09,346.21,1,No,,,West
1082,2024-05-25,477.1,3,No,Cash,7.0,North
1018,2024-05-10,341.57,1,Yes,Credit,5.0,North
1013,2024-05-12,233.56,5,Yes,,,South
1010,2024-05-11,221.42,1,No,Debit,6.0,East
1049,2024-05-07,133.63,4,Yes,Pix,3.0,East
1036,2024-05-27,316.0,1,No,Cash,6.0,South
1057,2024-05-07,308.53,4,Yes,Credit,6.0,East
1062,2024-05-24,error,NaN,No,Cash,7.0,North
1047,2024-05-16,187.42,4,No,Cash,10.0,East
1021,2024-05-08,420.07,3,Yes,Pix,9.0,West
1083,2024-05-15,328.19,4,Yes,Pix,10.0,North
1081,2024-05-18,210.81,2,Yes,Pix,6.0,East
1098,2024-05-16,279.77,1,No,Debit,9.0,North
1010,2024-05-12,250.1,4,No,Credit,1.0,North
1061,2024-05-21,62.96,3,No,Pix,10.0,North
1095,2024-05-19,386.78,1,Yes,Cash,5.0,North
1042,2024-05-11,282.88,2,No,Cash,5.0,North
1003,2024-05-09,208.61,NaN,No,,,South
1026,2024-05-09,450.05,2,Yes,  Credit  ,7.0,East
1060,2024-05-01,148.07,2,No,  Credit  ,1.0,South
1046,2024-05-05,192.76,2,Yes,Cash,2.0,South
1031,2024-05-14,201.11,5,No,Pix,4.0,South
1007,2024-05-04,250.77,3,Yes,Cash,4.0,North
1058,2024-05-20,273.73,1,No,Cash,7.0,West
1052,2024-05-10,86.6,4,No,Credit,6.0,East
1036,2024-05-03,498.24,3,No,,,North
1094,2024-05-08,196.13,1,Yes,  Credit  ,1.0,North
1070,2024-05-11,175.94,4,No,  Credit  ,9.0,North
1069,2024-05-08,288.78,4,No,,,West
1009,2024-05-15,276.42,3,No,,,North
1043,2024-05-20,77.1,3,Yes,Credit,5.0,East
1000,2024-05-02,156.77,2,No,Credit,5.0,East
1050,2024-05-10,154.86,2,No,  Credit  ,5.0,North
1022,2024-05-21,134.4,5,Yes,  Credit  ,5.0,East
1034,2024-05-18,465.26,2,Yes,Debit,9.0,South
1054,2024-05-25,252.71,3,Yes,  Credit  ,2.0,East
1043,2024-05-23,388.35,1,No,,,West
1075,2024-05-17,347.61,2,No,,,West
1090,2024-05-18,44.41,2,No,Credit,2.0,West
1082,2024-05-07,48.11,2,Yes,Cash,5.0,North
1027,2024-05-24,324.61,5,Yes,Cash,4.0,North
1022,2024-05-16,486.71,5,Yes,Cash,7.0,South
1013,2024-05-12,434.3,5,Yes,Credit,6.0,South
1082,2024-05-05,273.93,4,Yes,Debit,5.0,West
1051,2024-05-19,467.81,3,Yes,Cash,3.0,West
1075,2024-05-15,428.56,2,No,Pix,10.0,South
1062,2024-05-25,90.83,5,Yes,Credit,5.0,South
1036,2024-05-04,250.78,3,Yes,  Credit  ,9.0,West
1041,2024-05-10,344.48,1,No,Credit,1.0,North
1047,2024-05-01,191.22,2,Yes,  Credit  ,5.0,South
1084,2024-05-07,157.66,5,Yes,,,South
1003,2024-05-10,491.36,NaN,Yes,,,South
1044,2024-05-24,283.75,5,Yes,Cash,5.0,West
1017,2024-05-24,434.1,3,No,  Credit  ,2.0,East
1032,2024-05-24,411.52,2,Yes,,,East
1074,2024-05-01,116.52,1,No,  Credit  ,2.0,South
1078,2024-05-23,180.22,3,Yes,Cash,1.0,North
1073,2024-05-02,227.45,2,No,Cash,10.0,North
1007,2024-05-24,164.8,3,Yes,Credit,8.0,East
1027,2024-05-19,440.69,3,Yes,  Credit  ,9.0,East
1047,2024-05-25,92.39,NaN,Yes,Cash,4.0,West
1015,2024-05-23,94.84,5,No,Credit,6.0,South
1069,2024-05-01,268.69,2,Yes,Cash,2.0,East
1048,2024-05-02,31.0,2,Yes,Debit,10.0,South
1004,2024-05-20,374.61,2,Yes,Pix,10.0,North
1018,2024-05-18,363.2,2,No,Credit,7.0,East
1087,2024-05-06,14.46,5,Yes,Debit,4.0,South
1000,2024-05-03,272.92,1,Yes,Pix,10.0,West
1053,2024-05-05,90.58,2,Yes,,,West
1061,2024-05-22,52.11,1,No,,,West
1057,2024-05-08,error,3,Yes,Debit,6.0,West
1088,2024-05-05,210.62,5,No,Cash,5.0,West
1025,2024-05-24,error,2,Yes,Credit,6.0,South
1015,2024-05-20,352.98,5,No,,,West
1001,2024-05-23,96.03,1,No,Cash,10.0,North
1084,2024-05-09,300.88,5,Yes,  Credit  ,3.0,East
1026,2024-05-02,57.54,5,Yes,Pix,9.0,West
1090,2024-05-14,173.36,5,Yes,Pix,1.0,North
1006,2024-05-19,417.86,2,Yes,,,North
1055,2024-05-24,55.35,4,No,Debit,7.0,South
1048,2024-05-04,259.84,4,No,,,South
1024,2024-05-22,491.12,4,Yes,Cash,4.0,West
1066,2024-05-18,483.29,5,No,  Credit  ,5.0,South
1086,2024-05-17,208.11,5,Yes,Credit,2.0,West
1039,2024-05-26,164.74,1,No,Credit,5.0,North
1013,2024-05-17,436.19,3,Yes,Credit,8.0,West
1040,2024-05-18,error,3,Yes,Debit,4.0,North
1065,2024-05-12,87.77,5,No,,,East
1071,2024-05-24,305.71,4,No,Debit,3.0,North
1062,2024-05-04,419.44,4,No,Credit,2.0,West
1051,2024-05-18,401.06,1,No,Credit,9.0,South
1039,2024-05-08,364.01,1,No,Credit,5.0,North
1032,2024-05-18,419.91,4,No,Pix,1.0,West
1005,2024-05-27,303.74,4,Yes,  Credit  ,7.0,North
1018,2024-05-14,353.13,2,No,  Credit  ,2.0,West
1021,2024-05-17,143.95,1,Yes,,,East
1076,2024-05-14,484.54,3,No,  Credit  ,10.0,West
1061,2024-05-13,220.49,2,Yes,Debit,2.0,North
1052,2024-05-11,395.6,5,Yes,  Credit  ,7.0,West
1040,2024-05-22,166.88,5,No,,,East
1009,2024-05-22,63.5,1,No,Cash,2.0,South
1000,2024-05-15,448.3,2,Yes,Pix,5.0,North
1021,2024-05-14,488.26,2,Yes,Pix,7.0,West
1025,2024-05-22,18.71,5,No,Cash,2.0,East
1087,2024-05-09,40.82,1,No,Credit,1.0,West
1051,2024-05-22,76.01,5,Yes,Cash,7.0,North
1055,2024-05-16,143.44,1,No,Debit,3.0,South
1003,2024-05-25,333.65,1,No,Credit,1.0,South
1019,2024-05-25,410.13,2,No,Pix,1.0,South
1012,2024-05-01,396.03,NaN,Yes,Credit,5.0,West
1011,2024-05-19,465.14,5,No,  Credit  ,1.0,East
1070,2024-05-28,139.23,4,Yes,Credit,10.0,East
1040,2024-05-13,273.26,4,No,Debit,7.0,West
1040,2024-05-19,397.65,2,No,  Credit  ,2.0,South
1049,2024-05-26,89.21,5,Yes,  Credit  ,4.0,West
1053,2024-05-10,64.69,1,Yes,Cash,5.0,South
1068,2024-05-13,309.01,1,No,Credit,4.0,West
1019,2024-05-11,337.12,4,No,Pix,10.0,South
1095,2024-05-14,47.22,4,Yes,  Credit  ,1.0,South
1002,2024-05-22,error,3,No,Pix,2.0,South
1085,2024-05-04,144.56,2,Yes,Cash,7.0,North
1048,2024-05-06,336.54,2,No,Cash,3.0,South
1026,2024-05-17,137.31,1,No,Debit,2.0,South
1016,2024-05-13,293.57,4,No,  Credit  ,1.0,East
1050,2024-05-24,360.44,NaN,Yes,Cash,10.0,South
1095,2024-05-04,251.21,3,Yes,Debit,1.0,West
1094,2024-05-17,221.74,1,Yes,  Credit  ,9.0,East
1031,2024-05-05,157.37,5,Yes,Credit,9.0,West
1031,2024-05-14,88.34,4,Yes,,,North
1088,2024-05-04,445.89,2,Yes,,,West
1029,2024-05-23,84.4,1,Yes,,,South
1069,2024-05-16,360.03,1,Yes,Credit,5.0,North
1016,2024-05-22,409.38,2,No,Debit,6.0,South
1004,2024-05-24,41.4,2,No,,,West
1050,2024-05-12,259.1,2,No,Pix,6.0,West
1025,2024-05-11,421.11,5,Yes,Cash,9.0,East
1094,2024-05-24,463.84,4,Yes,Cash,5.0,East
1028,2024-05-03,478.43,5,No,  Credit  ,7.0,West
1005,2024-05-27,376.89,3,Yes,Pix,4.0,North
1055,2024-05-10,304.26,4,Yes,Pix,5.0,West
1059,2024-05-09,302.32,4,No,,,East
1033,2024-05-18,54.44,NaN,Yes,,,East
1001,2024-05-26,426.12,3,No,Cash,7.0,West
1056,2024-05-26,17.31,1,No,Pix,10.0,West
1059,2024-05-11,455.31,1,Yes,  Credit  ,5.0,East
1025,2024-05-04,148.83,2,No,,,East
1088,2024-05-23,107.65,NaN,No,,,East
1084,2024-05-12,90.71,5,Yes,,,South
1069,2024-05-11,390.53,2,No,,,North
1090,2024-05-10,358.66,4,Yes,Pix,3.0,South
1079,2024-05-07,239.72,2,Yes,Pix,10.0,East
1050,2024-05-02,91.51,3,No,Cash,1.0,East
1077,2024-05-25,142.09,4,Yes,Cash,8.0,West
1051,2024-05-27,419.86,3,No,Pix,7.0,East
1069,2024-05-03,416.12,4,Yes,Debit,10.0,West
1013,2024-05-13,147.27,3,Yes,Debit,9.0,North
1035,2024-05-25,167.13,1,Yes,Cash,7.0,East
1089,2024-05-18,error,1,No,,,South
1065,2024-05-14,293.76,2,No,  Credit  ,6.0,West
1082,2024-05-24,155.53,2,Yes,Cash,5.0,South
1028,2024-05-26,302.48,3,No,Debit,2.0,West
1066,2024-05-07,303.59,3,Yes,Pix,9.0,West
1031,2024-05-17,243.54,3,No,Cash,6.0,South
1001,2024-05-13,457.16,4,Yes,Credit,1.0,West
1073,2024-05-28,224.73,2,Yes,Debit,2.0,East
1070,2024-05-20,80.76,4,Yes,Pix,9.0,East
1082,2024-05-02,341.36,3,No,Debit,1.0,South
1019,2024-05-01,error,2,Yes,Debit,9.0,East
1031,2024-05-19,483.3,3,No,Pix,1.0,South
1004,2024-05-16,176.07,1,Yes,  Credit  ,4.0,South
1061,2024-05-24,315.36,4,No,Pix,2.0,South
1009,2024-05-25,240.39,3,No,Pix,5.0,West
1059,2024-05-15,456.35,NaN,Yes,Pix,9.0,North
1040,2024-05-25,284.84,5,No,,,East
1079,2024-05-14,461.43,2,Yes,Credit,8.0,South
1055,2024-05-20,288.67,3,Yes,Debit,8.0,East
1031,2024-05-19,268.88,1,No,Cash,3.0,South
1031,2024-05-23,475.18,1,Yes,Debit,6.0,South
1043,2024-05-09,71.2,4,No,Credit,8.0,South
1098,2024-05-28,216.85,2,No,Debit,1.0,West
1098,2024-05-23,304.19,4,No,Cash,5.0,South
1081,2024-05-13,192.44,5,Yes,Credit,3.0,North
1021,2024-05-26,247.0,5,Yes,Credit,6.0,North
1070,2024-05-12,392.1,5,No,,,West
1094,2024-05-08,404.96,4,No,Cash,2.0,South
1067,2024-05-04,100.74,4,No,Debit,2.0,North
1059,2024-05-05,314.18,4,Yes,  Credit  ,6.0,West
1072,2024-05-25,97.86,NaN,No,Cash,2.0,North
1040,2024-05-05,309.09,4,Yes,Debit,2.0,South
1056,2024-05-26,17.31,1,No,Pix,10.0,West
1055,2024-05-10,304.26,4,Yes,Pix,5.0,West
1069,2024-05-01,268.69,2,Yes,Cash,2.0,East
1029,2024-05-21,307.82,4,No,Pix,6.0,East
1088,2024-05-23,107.65,NaN,No,,,East
1081,2024-05-18,210.81,2,Yes,Pix,6.0,East
1024,2024-05-22,491.12,4,Yes,Cash,4.0,West
1048,2024-05-02,31.0,2,Yes,Debit,10.0,South
1004,2024-05-24,41.4,2,No,,,West
1073,2024-05-28,224.73,2,Yes,Debit,2.0,East
