order_id,order_date,customer_id,region,product_category,product_name,price,quantity,total_value,payment_method,delivery_days,returned
1106,2024-01-12,C013,Sul,Beleza,Kit Skincare,1719,3,5157,Cartão de Crédito,5,No
1107,2024-01-13,C203,Nordeste,Roupas,Calça Jeans,3484,2,6968,Cartão de Crédito,8,No
1108,2024-01-13,C232,Sul,Eletrônicos,TV 50,221,1,221,Cartão de Crédito,8,No
1109,2024-01-13,C412,Sudeste,Roupas,Jaqueta,3768,1,3768,Cartão de Crédito,10,No
1110,2024-01-13,C215,Sul,Roupas,Camiseta,3994,1,3994,Pix,6,No
1111,2024-01-13,C380,Nordeste,Casa,Microondas,3922,1,3922,Pix,10,No
1112,2024-01-13,C262,Centro-Oeste,Beleza,Kit Skincare,1582,1,1582,Pix,10,No
1113,2024-01-13,C243,Centro-Oeste,Casa,Microondas,161,1,161,Cartão de Crédito,2,Yes
1114,2024-01-13,C450,Centro-Oeste,Eletrônicos,TV 50,2327,1,2327,Cartão de Crédito,6,No
1115,2024-01-13,C364,Sul,Casa,Cafeteira,1146,3,3438,Cartão de Crédito,5,No
1116,2024-01-13,C205,Centro-Oeste,Beleza,Perfume,68,3,204,Pix,4,No
1117,2024-01-14,C414,Norte,Roupas,Camiseta,2547,1,2547,Boleto,6,No
1118,2024-01-14,C299,Sul,Eletrônicos,TV 50,3879,2,7758,Boleto,6,No
1119,2024-01-14,C237,Norte,Beleza,Maquiagem,1233,2,2466,Pix,10,No
1120,2024-01-14,C329,Sudeste,Beleza,Shampoo,3233,2,6466,Boleto,8,No
1121,2024-01-14,C458,Norte,Casa,Cafeteira,648,2,1296,Cartão de Crédito,10,No
1122,2024-01-14,C140,Nordeste,Roupas,Jaqueta,2342,1,2342,Boleto,8,No
1123,2024-01-14,C235,Centro-Oeste,Beleza,Perfume,3189,2,6378,Pix,2,No
1124,2024-01-14,C304,Sudeste,Roupas,Camiseta,1155,3,3465,Boleto,7,No
1125,2024-01-14,C052,Centro-Oeste,Roupas,Vestido,1560,1,1560,Boleto,10,No
1126,2024-01-15,C302,Centro-Oeste,Beleza,Perfume,973,1,973,Pix,5,No
1127,2024-01-15,C309,Sudeste,Roupas,Tênis,1079,2,2158,Pix,10,No
1128,2024-01-15,C169,Sul,Roupas,Tênis,476,2,952,Cartão de Crédito,10,No
1129,2024-01-15,C253,Centro-Oeste,Eletrônicos,Notebook,3931,2,7862,Cartão de Crédito,9,No
1130,2024-01-15,C104,Nordeste,Casa,Cafeteira,2998,1,2998,Boleto,6,No
1131,2024-01-15,C484,Sul,Roupas,Camiseta,2709,3,8127,Cartão de Crédito,7,No
1132,2024-01-15,C097,Norte,Roupas,Vestido,2646,1,2646,Pix,7,No
1133,2024-01-15,C180,Centro-Oeste,Casa,Cafeteira,1918,1,1918,Pix,8,No
1134,2024-01-15,C046,Sudeste,Casa,Air Fryer,2688,1,2688,Boleto,3,No
1135,2024-01-15,C459,Centro-Oeste,Roupas,Tênis,652,1,652,Cartão de Crédito,7,No
1136,2024-01-15,C060,Nordeste,Roupas,Vestido,3319,2,6638,Cartão de Crédito,5,No
1137,2024-01-15,C302,Centro-Oeste,Casa,Liquidificador,1724,3,5172,Cartão de Crédito,5,No
1138,2024-01-15,C246,Norte,Roupas,Vestido,593,2,1186,Cartão de Crédito,6,No
1139,2024-01-15,C097,Sudeste,Eletrônicos,Mouse Gamer,755,3,2265,Pix,7,No
1140,2024-01-15,C348,Norte,Roupas,Jaqueta,3769,1,3769,Pix,10,No
1141,2024-01-16,C146,Nordeste,Beleza,Perfume,621,2,1242,Cartão de Crédito,7,No
1142,2024-01-16,C456,Sudeste,Roupas,Tênis,2853,3,8559,Pix,7,No
1143,2024-01-16,C121,Sudeste,Casa,Microondas,1666,1,1666,Pix,4,No
1144,2024-01-16,C472,Sul,Casa,Air Fryer,1045,3,3135,Cartão de Crédito,10,Yes
1145,2024-01-16,C225,Sudeste,Eletrônicos,Notebook,336,3,1008,Boleto,10,No
1146,2024-01-17,C060,Nordeste,Roupas,Tênis,638,2,1276,Pix,10,No
1147,2024-01-17,C120,Centro-Oeste,Beleza,Perfume,168,3,504,Pix,3,No
1148,2024-01-17,C299,Sul,Roupas,Tênis,3904,2,7808,Cartão de Crédito,4,Yes
1149,2024-01-17,C381,Centro-Oeste,Eletrônicos,Notebook,1237,1,1237,Boleto,9,No
1150,2024-01-17,C042,Norte,Eletrônicos,Fone Bluetooth,196,1,196,Boleto,6,No
1151,2024-01-17,C138,Nordeste,Roupas,Camiseta,933,3,2799,Boleto,5,No
1152,2024-01-17,C011,Nordeste,Roupas,Calça Jeans,1422,3,4266,Pix,4,No
1153,2024-01-18,C377,Centro-Oeste,Roupas,Camiseta,2718,3,8154,Pix,5,No
1154,2024-01-18,C423,Sudeste,Casa,Microondas,1952,1,1952,Boleto,9,No
1155,2024-01-18,C029,Norte,Roupas,Calça Jeans,2846,2,5692,Pix,2,No
1156,2024-01-18,C276,Sul,Roupas,Jaqueta,2685,1,2685,Boleto,9,No
1157,2024-01-18,C125,Sudeste,Eletrônicos,Mouse Gamer,3934,1,3934,Cartão de Crédito,10,No
1158,2024-01-18,C274,Sul,Beleza,Perfume,1455,3,4365,Pix,9,No
1159,2024-01-18,C426,Sudeste,Eletrônicos,Notebook,2326,3,6978,Pix,3,No
1160,2024-01-18,C273,Sul,Eletrônicos,Fone Bluetooth,869,2,1738,Boleto,4,No
1161,2024-01-18,C355,Norte,Roupas,Tênis,3898,3,11694,Boleto,7,No
1162,2024-01-18,C317,Norte,Eletrônicos,Fone Bluetooth,1932,1,1932,Pix,4,No
1163,2024-01-19,C067,Nordeste,Beleza,Kit Skincare,2336,1,2336,Cartão de Crédito,6,No
1164,2024-01-19,C310,Norte,Roupas,Jaqueta,2748,3,8244,Cartão de Crédito,2,No
1165,2024-01-19,C326,Sul,Eletrônicos,Mouse Gamer,3475,2,6950,Cartão de Crédito,4,Yes
1166,2024-01-19,C370,Centro-Oeste,Eletrônicos,Notebook,898,2,1796,Cartão de Crédito,8,No
1167,2024-01-19,C156,Norte,Casa,Liquidificador,1996,1,1996,Pix,4,No
1168,2024-01-19,C429,Sudeste,Eletrônicos,Notebook,3728,3,11184,Cartão de Crédito,9,No
1169,2024-01-19,C251,Sudeste,Eletrônicos,TV 50,3965,2,7930,Cartão de Crédito,2,No
1170,2024-01-19,C438,Sul,Casa,Cafeteira,1374,2,2748,Cartão de Crédito,4,No
1171,2024-01-19,C012,Sul,Roupas,Jaqueta,845,1,845,Boleto,10,No
1172,2024-01-20,C277,Sul,Roupas,Calça Jeans,1469,1,1469,Boleto,10,No
1173,2024-01-20,C339,Norte,Roupas,Jaqueta,677,3,2031,Pix,6,No
1174,2024-01-20,C290,Centro-Oeste,Eletrônicos,Mouse Gamer,3827,2,7654,Cartão de Crédito,9,No
1175,2024-01-20,C289,Sudeste,Beleza,Maquiagem,2627,3,7881,Boleto,8,No
1176,2024-01-20,C174,Centro-Oeste,Eletrônicos,Notebook,1798,2,3596,Boleto,7,No
1177,2024-01-21,C340,Nordeste,Beleza,Kit Skincare,1312,3,3936,Boleto,5,No
1178,2024-01-21,C030,Centro-Oeste,Roupas,Jaqueta,2629,2,5258,Cartão de Crédito,2,No
1179,2024-01-21,C432,Sul,Casa,Cafeteira,1389,2,2778,Pix,6,No
1180,2024-01-21,C035,Sudeste,Roupas,Tênis,580,3,1740,Boleto,10,No
1181,2024-01-21,C448,Centro-Oeste,Roupas,Tênis,3667,3,11001,Pix,6,No
1182,2024-01-21,C451,Centro-Oeste,Beleza,Kit Skincare,88,3,264,Pix,2,No
1183,2024-01-21,C261,Norte,Casa,Cafeteira,88,3,264,Cartão de Crédito,2,Yes
1184,2024-01-21,C313,Norte,Beleza,Perfume,439,3,1317,Boleto,6,No
1185,2024-01-21,C033,Norte,Beleza,Perfume,1972,1,1972,Boleto,9,No
1186,2024-01-21,C160,Sudeste,Beleza,Perfume,783,2,1566,Cartão de Crédito,2,No
1187,2024-01-21,C170,Norte,Eletrônicos,TV 50,3079,2,6158,Pix,6,No
1188,2024-01-22,C489,Nordeste,Eletrônicos,Smartphone,827,1,827,Cartão de Crédito,9,No
1189,2024-01-22,C147,Sul,Casa,Air Fryer,3907,2,7814,Pix,2,Yes
1190,2024-01-22,C129,Sul,Beleza,Maquiagem,1558,2,3116,Boleto,2,Yes
1191,2024-01-22,C252,Nordeste,Casa,Air Fryer,2517,2,5034,Cartão de Crédito,5,No
1192,2024-01-22,C418,Norte,Casa,Microondas,2096,3,6288,Pix,5,No
1193,2024-01-23,C423,Nordeste,Eletrônicos,Mouse Gamer,2157,3,6471,Cartão de Crédito,7,No
1194,2024-01-23,C268,Sul,Eletrônicos,Notebook,2966,1,2966,Cartão de Crédito,2,No
1195,2024-01-23,C398,Norte,Casa,Air Fryer,2366,2,4732,Boleto,5,No
1196,2024-01-23,C181,Sudeste,Casa,Air Fryer,721,1,721,Cartão de Crédito,5,No
1197,2024-01-23,C173,Norte,Roupas,Camiseta,3518,2,7036,Boleto,7,No
1198,2024-01-23,C308,Norte,Roupas,Jaqueta,2158,3,6474,Pix,9,No
1199,2024-01-23,C022,Norte,Casa,Air Fryer,869,2,1738,Pix,8,No
1200,2024-01-23,C478,Sudeste,Eletrônicos,Mouse Gamer,2033,2,4066,Boleto,8,No
1201,2024-01-23,C319,Sul,Casa,Air Fryer,2003,2,4006,Pix,8,No
1202,2024-01-23,C455,Sudeste,Roupas,Calça Jeans,603,1,603,Boleto,4,No
1203,2024-01-24,C454,Sudeste,Roupas,Calça Jeans,399,1,399,Cartão de Crédito,3,No
1204,2024-01-24,C279,Nordeste,Casa,Liquidificador,2556,3,7668,Boleto,3,No
1205,2024-01-24,C106,Nordeste,Casa,Liquidificador,1010,2,2020,Boleto,3,No
1206,2024-01-24,C390,Sul,Beleza,Maquiagem,527,1,527,Pix,2,No
1207,2024-01-24,C299,Norte,Roupas,Jaqueta,940,2,1880,Boleto,4,No
1208,2024-01-24,C294,Nordeste,Eletrônicos,Notebook,2854,2,5708,Pix,7,No
1209,2024-01-24,C357,Sul,Eletrônicos,TV 50,1486,2,2972,Boleto,3,No
1210,2024-01-24,C110,Sudeste,Roupas,Camiseta,580,3,1740,Pix,9,No
1211,2024-01-24,C355,Sul,Roupas,Camiseta,1185,2,2370,Pix,7,No
1212,2024-01-24,C337,Centro-Oeste,Casa,Microondas,1666,2,3332,Cartão de Crédito,3,No
1213,2024-01-25,C220,Sul,Eletrônicos,TV 50,522,3,1566,Cartão de Crédito,10,No
1214,2024-01-25,C132,Nordeste,Roupas,Calça Jeans,3386,2,6772,Cartão de Crédito,9,No
1215,2024-01-25,C294,Sul,Roupas,Tênis,846,1,846,Cartão de Crédito,9,No
1216,2024-01-25,C396,Sul,Casa,Microondas,3981,1,3981,Boleto,10,No
1217,2024-01-25,C451,Nordeste,Beleza,Maquiagem,953,3,2859,Boleto,3,No
1218,2024-01-25,C444,Sul,Eletrônicos,Fone Bluetooth,581,3,1743,Boleto,2,No
1219,2024-01-25,C255,Sul,Eletrônicos,TV 50,2462,1,2462,Cartão de Crédito,8,No
1220,2024-01-26,C427,Nordeste,Roupas,Tênis,806,1,806,Pix,5,No
1221,2024-01-26,C350,Nordeste,Eletrônicos,Smartphone,1009,2,2018,Pix,6,No
1222,2024-01-26,C433,Nordeste,Beleza,Perfume,3024,2,6048,Cartão de Crédito,3,No
1223,2024-01-26,C383,Sudeste,Eletrônicos,Smartphone,2886,3,8658,Cartão de Crédito,3,No
1224,2024-01-26,C251,Norte,Beleza,Shampoo,3445,2,6890,Boleto,5,No
1225,2024-01-26,C408,Centro-Oeste,Casa,Cafeteira,1381,2,2762,Pix,3,No
1226,2024-01-26,C309,Sul,Eletrônicos,Fone Bluetooth,442,1,442,Boleto,8,No
1227,2024-01-26,C198,Sul,Beleza,Perfume,1036,1,1036,Pix,6,No
1228,2024-01-26,C014,Sudeste,Beleza,Maquiagem,3202,2,6404,Pix,3,No
1229,2024-01-26,C018,Sul,Eletrônicos,Mouse Gamer,3659,3,10977,Boleto,4,No
1230,2024-01-26,C099,Centro-Oeste,Roupas,Tênis,694,2,1388,Cartão de Crédito,8,No
1231,2024-01-27,C417,Centro-Oeste,Beleza,Maquiagem,3233,3,9699,Pix,3,No
1232,2024-01-27,C271,Norte,Eletrônicos,Fone Bluetooth,2497,3,7491,Boleto,4,No
1233,2024-01-27,C109,Sudeste,Beleza,Maquiagem,2213,2,4426,Cartão de Crédito,5,No
1234,2024-01-27,C444,Centro-Oeste,Beleza,Kit Skincare,2306,3,6918,Cartão de Crédito,7,No
1235,2024-01-27,C036,Sul,Eletrônicos,Notebook,1868,2,3736,Boleto,9,No
1236,2024-01-27,C238,Nordeste,Roupas,Camiseta,3178,1,3178,Boleto,9,No
1237,2024-01-27,C096,Sul,Beleza,Kit Skincare,2048,2,4096,Boleto,8,No
1238,2024-01-28,C191,Sul,Eletrônicos,Smartphone,169,2,338,Cartão de Crédito,3,Yes
1239,2024-01-28,C017,Norte,Casa,Air Fryer,1710,3,5130,Pix,6,No
1240,2024-01-28,C084,Norte,Casa,Cafeteira,2746,3,8238,Pix,10,No
1241,2024-01-28,C115,Centro-Oeste,Roupas,Vestido,1573,2,3146,Cartão de Crédito,4,No
1242,2024-01-28,C229,Norte,Beleza,Perfume,3947,1,3947,Boleto,7,No
1243,2024-01-28,C480,Sul,Casa,Air Fryer,593,1,593,Boleto,10,Yes
1244,2024-01-28,C168,Norte,Eletrônicos,Fone Bluetooth,3917,1,3917,Boleto,4,No
1245,2024-01-29,C339,Sul,Roupas,Calça Jeans,988,3,2964,Pix,4,Yes
1246,2024-01-29,C169,Sudeste,Roupas,Calça Jeans,3607,2,7214,Boleto,5,No
1247,2024-01-29,C211,Nordeste,Casa,Air Fryer,2000,3,6000,Boleto,2,Yes
1248,2024-01-29,C266,Nordeste,Casa,Microondas,1569,2,3138,Pix,6,No
1249,2024-01-29,C183,Nordeste,Beleza,Perfume,80,3,240,Boleto,10,Yes
1250,2024-01-29,C194,Centro-Oeste,Eletrônicos,Smartphone,2892,2,5784,Cartão de Crédito,7,Yes
1251,2024-01-29,C125,Norte,Eletrônicos,Notebook,1638,2,3276,Cartão de Crédito,5,No
1252,2024-01-29,C469,Norte,Casa,Liquidificador,2332,2,4664,Boleto,2,No
1253,2024-01-29,C151,Norte,Eletrônicos,Mouse Gamer,2137,2,4274,Pix,7,No
1254,2024-01-29,C367,Centro-Oeste,Roupas,Tênis,3414,2,6828,Boleto,9,No
1255,2024-01-29,C096,Centro-Oeste,Beleza,Shampoo,2288,1,2288,Boleto,3,No
1256,2024-01-29,C424,Sudeste,Eletrônicos,Fone Bluetooth,2039,1,2039,Cartão de Crédito,9,No
1257,2024-01-29,C168,Sudeste,Casa,Air Fryer,3938,2,7876,Boleto,8,No
1258,2024-01-29,C451,Centro-Oeste,Eletrônicos,Fone Bluetooth,3138,2,6276,Pix,10,No
1259,2024-01-29,C440,Norte,Roupas,Calça Jeans,927,1,927,Boleto,8,No
1260,2024-01-30,C348,Norte,Casa,Microondas,3083,3,9249,Boleto,10,Yes
1261,2024-01-30,C333,Sudeste,Casa,Air Fryer,3180,1,3180,Pix,5,No
1262,2024-01-30,C474,Norte,Casa,Liquidificador,458,1,458,Cartão de Crédito,8,No
1263,2024-01-30,C335,Norte,Casa,Liquidificador,3552,2,7104,Pix,3,No
1264,2024-01-30,C341,Sul,Eletrônicos,Mouse Gamer,1081,3,3243,Pix,10,No
1265,2024-01-30,C056,Sudeste,Roupas,Jaqueta,3534,3,10602,Cartão de Crédito,2,No
1266,2024-01-30,C479,Norte,Roupas,Calça Jeans,96,1,96,Pix,3,No
1267,2024-01-30,C043,Sul,Casa,Microondas,65,1,65,Boleto,3,No
1268,2024-01-30,C382,Centro-Oeste,Eletrônicos,TV 50,190,3,570,Boleto,8,No
1269,2024-01-30,C059,Sul,Eletrônicos,Smartphone,2795,1,2795,Pix,6,No
1270,2024-01-30,C077,Centro-Oeste,Roupas,Jaqueta,2596,3,7788,Cartão de Crédito,7,No
1271,2024-01-31,C226,Sudeste,Eletrônicos,TV 50,1498,3,4494,Cartão de Crédito,3,No
1272,2024-01-31,C481,Norte,Casa,Microondas,412,1,412,Pix,10,Yes
1273,2024-01-31,C119,Centro-Oeste,Roupas,Calça Jeans,2212,3,6636,Boleto,2,No
1274,2024-01-31,C043,Nordeste,Eletrônicos,Fone Bluetooth,3917,3,11751,Pix,5,Yes
1275,2024-01-31,C414,Nordeste,Beleza,Shampoo,3691,1,3691,Pix,6,No
1276,2024-01-31,C214,Nordeste,Roupas,Camiseta,2564,3,7692,Boleto,5,No
1277,2024-01-31,C296,Nordeste,Casa,Cafeteira,3980,1,3980,Pix,5,No
1278,2024-01-31,C152,Centro-Oeste,Roupas,Jaqueta,2779,1,2779,Cartão de Crédito,10,No
1279,2024-01-31,C322,Nordeste,Beleza,Kit Skincare,208,3,624,Pix,4,No
1280,2024-01-31,C029,Norte,Eletrônicos,Smartphone,3317,3,9951,Boleto,8,No
1281,2024-01-31,C095,Sul,Roupas,Vestido,1508,3,4524,Pix,7,No
1282,2024-01-31,C179,Sul,Eletrônicos,Fone Bluetooth,3714,2,7428,Boleto,6,No
1283,2024-02-01,C239,Sul,Beleza,Kit Skincare,1076,1,1076,Cartão de Crédito,8,No
1284,2024-02-01,C422,Centro-Oeste,Roupas,Camiseta,2759,3,8277,Cartão de Crédito,6,No
